Name	Collection	Experiment	Water	Cutting	Season	Defoliation	SowingDate	FD	GrowthSeason	Rotation	StartDate	MidDate	FinishDate	Interval	Variable	VariableUnits	Period	Clock.Today	Time	Observed	StdDEV	ExperimentID	Treatment	ID	Month	Stage	Trend
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	30	NodeNumber	Fraction	10_11	4/12/2010	12:00:00	2.5	0.3	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	62	NodeNumber	Fraction	10_11	5/12/2010	12:00:00	10.1	0.7	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	64	LAI	m2/m2	10_11	7/12/2010	12:00:00	3.7	0.3	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	64	ShootWt	kg/ha	10_11	7/12/2010	12:00:00	2860	206	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	33	LAI	m2/m2	10_11	7/12/2010	12:00:00	0.3	0.1	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	33	ShootWt	kg/ha	10_11	7/12/2010	12:00:00	247.5	83.1	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	66	NodeNumber	Fraction	10_11	9/12/2010	12:00:00	11.5	0.7	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	35	NodeNumber	Fraction	10_11	9/12/2010	12:00:00	3.7	0.8	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	70	NodeNumber	Fraction	10_11	13/12/2010	12:00:00	12.3	0.8	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	71	LAI	m2/m2	10_11	14/12/2010	12:00:00	4.3	0.5	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	71	ShootWt	kg/ha	10_11	14/12/2010	12:00:00	3291.3	375.1	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	40	LAI	m2/m2	10_11	14/12/2010	12:00:00	1.2	0.1	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	40	ShootWt	kg/ha	10_11	14/12/2010	12:00:00	891.3	83.9	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	40	NodeNumber	Fraction	10_11	14/12/2010	12:00:00	6	0.3	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	45	NodeNumber	Fraction	10_11	19/12/2010	12:00:00	7.8	0.8	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	78	LAI	m2/m2	10_11	21/12/2010	12:00:00	4.5	0.4	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	78	ShootWt	kg/ha	10_11	21/12/2010	12:00:00	3458.8	339.5	E5	DLLS1	E5DLLS1	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	47	LAI	m2/m2	10_11	21/12/2010	12:00:00	1.5	0.3	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	47	ShootWt	kg/ha	10_11	21/12/2010	12:00:00	1155	254.5	E5	DLLS2	E5DLLS2	12	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	80	SWC	mm	10_11	23/12/2010	12:00:00	616.8	16.9	E5	DLLS1	E5DLLS1	12	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	49	SWC	mm	10_11	23/12/2010	12:00:00	681.6	26.5	E5	DLLS2	E5DLLS2	12	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	21	SWC	mm	10_11	23/12/2010	12:00:00	701.8	22.9	E5	DLLS3	E5DLLS3	12	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	50	NodeNumber	Fraction	10_11	24/12/2010	12:00:00	9	0.8	E5	DLLS2	E5DLLS2	12	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	85	LAI	m2/m2	10_11	28/12/2010	12:00:00	4.5	0.6	E5	DLLS1	E5DLLS1	12	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	85	ShootWt	kg/ha	10_11	28/12/2010	12:00:00	3470.6	461.8	E5	DLLS1	E5DLLS1	12	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD1	FD5	1	1	4/10/2010	15/11/2010	28/12/2010	85	Shootpopulation	Fraction	10_11	28/12/2010	12:00:00	490	185.1	E5	DLLS1	E5DLLS1	12	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	54	LAI	m2/m2	10_11	28/12/2010	12:00:00	2.8	0.6	E5	DLLS2	E5DLLS2	12	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	54	ShootWt	kg/ha	10_11	28/12/2010	12:00:00	2148.4	486.8	E5	DLLS2	E5DLLS2	12	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	0	LAI	m2/m2	10_11	29/12/2010	12:00:00	0	0	E5	DLLS1	E5DLLS1	12	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	0	ShootWt	kg/ha	10_11	29/12/2010	12:00:00	0	0	E5	DLLS1	E5DLLS1	12	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	28	NodeNumber	Fraction	10_11	30/12/2010	12:00:00	4.9	0.4	E5	DLLS3	E5DLLS3	12	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	59	SWC	mm	10_11	2/01/2011	12:00:00	670	26.7	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	5	SWC	mm	10_11	3/01/2011	12:00:00	619.2	13.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	32	SWC	mm	10_11	3/01/2011	12:00:00	715.2	25.6	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	7	NodeNumber	Fraction	10_11	5/01/2011	12:00:00	5.3	0.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	7	TotalLeafNo	Fraction	10_11	5/01/2011	12:00:00	5.3	0.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	35	NodeNumber	Fraction	10_11	6/01/2011	12:00:00	7.8	1.3	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	9	LAI	m2/m2	10_11	7/01/2011	12:00:00	1	0.1	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	9	ShootWt	kg/ha	10_11	7/01/2011	12:00:00	632.9	52.9	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	9	SGA	kg/ha	10_11	7/01/2011	12:00:00	11748.1	549.4	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	9	Shootpopulation	Fraction	10_11	7/01/2011	12:00:00	528.8	38.6	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	64	LAI	m2/m2	10_11	7/01/2011	12:00:00	3	0.6	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	64	ShootWt	kg/ha	10_11	7/01/2011	12:00:00	2326.3	496	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	36	LAI	m2/m2	10_11	7/01/2011	12:00:00	0.4	0.1	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	36	ShootWt	kg/ha	10_11	7/01/2011	12:00:00	316.3	93.8	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	10	NodeNumber	Fraction	10_11	8/01/2011	12:00:00	6.8	0.4	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	10	TotalLeafNo	Fraction	10_11	8/01/2011	12:00:00	9.4	0.7	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD4	FD5	1	1	10/01/2011	8/03/2011	5/05/2011	0	LAI	m2/m2	10_11	10/01/2011	12:00:00	0	0	E5	DLLS4	E5DLLS4	1	Seedling	Dec
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD4	FD5	1	1	10/01/2011	8/03/2011	5/05/2011	0	ShootWt	kg/ha	10_11	10/01/2011	12:00:00	0	0	E5	DLLS4	E5DLLS4	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	40	NodeNumber	Fraction	10_11	11/01/2011	12:00:00	8.9	0.4	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	14	SWC	mm	10_11	12/01/2011	12:00:00	598.9	11	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	69	SWC	mm	10_11	12/01/2011	12:00:00	639.2	24.9	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	41	SWC	mm	10_11	12/01/2011	12:00:00	696.5	21.5	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	15	NodeNumber	Fraction	10_11	13/01/2011	12:00:00	7.8	0.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	15	TotalLeafNo	Fraction	10_11	13/01/2011	12:00:00	12.5	0.9	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	43	LAI	m2/m2	10_11	14/01/2011	12:00:00	1.3	0.5	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	43	ShootWt	kg/ha	10_11	14/01/2011	12:00:00	1024.5	413	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	45	NodeNumber	Fraction	10_11	16/01/2011	12:00:00	10.1	0.4	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	74	LAI	m2/m2	10_11	17/01/2011	12:00:00	3.8	1.1	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD2	FD5	1	1	4/11/2010	11/12/2010	17/01/2011	74	ShootWt	kg/ha	10_11	17/01/2011	12:00:00	2946.3	855.3	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD2	FD5	1	2	18/01/2011	12/02/2011	10/03/2011	0	LAI	m2/m2	10_11	18/01/2011	12:00:00	0	0	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD2	FD5	1	2	18/01/2011	12/02/2011	10/03/2011	0	ShootWt	kg/ha	10_11	18/01/2011	12:00:00	0	0	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	21	NodeNumber	Fraction	10_11	19/01/2011	12:00:00	9.3	0.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	21	TotalLeafNo	Fraction	10_11	19/01/2011	12:00:00	17.9	1.5	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	48	NodeNumber	Fraction	10_11	19/01/2011	12:00:00	10.9	0.3	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	22	LAI	m2/m2	10_11	20/01/2011	12:00:00	2.2	0.5	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	22	ShootWt	kg/ha	10_11	20/01/2011	12:00:00	1776.6	276.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	22	SGA	kg/ha	10_11	20/01/2011	12:00:00	9265.1	465.4	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	22	Shootpopulation	Fraction	10_11	20/01/2011	12:00:00	795	152.6	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	50	LAI	m2/m2	10_11	21/01/2011	12:00:00	2.3	0.2	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	50	ShootWt	kg/ha	10_11	21/01/2011	12:00:00	1782.4	130	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	51	NodeNumber	Fraction	10_11	22/01/2011	12:00:00	11.3	0.6	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	26	NodeNumber	Fraction	10_11	24/01/2011	12:00:00	10.2	0.2	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	26	TotalLeafNo	Fraction	10_11	24/01/2011	12:00:00	21.2	1.5	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	27	SWC	mm	10_11	25/01/2011	12:00:00	571.3	16	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD2	FD5	1	2	18/01/2011	12/02/2011	10/03/2011	7	SWC	mm	10_11	25/01/2011	12:00:00	633.3	19.8	E5	DLLS2	E5DLLS2	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	54	SWC	mm	10_11	25/01/2011	12:00:00	676.8	32.8	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD4	FD5	1	1	10/01/2011	8/03/2011	5/05/2011	15	SWC	mm	10_11	25/01/2011	12:00:00	667.5	55.9	E5	DLLS4	E5DLLS4	1	Seedling	Dec
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	irr	LL	Summer	LL	SD3	FD5	1	1	2/12/2010	8/01/2011	15/02/2011	55	NodeNumber	Fraction	10_11	26/01/2011	12:00:00	12	0.5	E5	DLLS3	E5DLLS3	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	30	NodeNumber	Fraction	10_11	28/01/2011	12:00:00	11.5	0.3	E5	DLLS1	E5DLLS1	1	Seedling	Dec
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Summer	LL	SD1	FD5	1	2	29/12/2010	18/01/2011	8/02/2011	30	TotalLeafNo	Fraction	10_11	28/01/2011	12:00:00	25.9	3	E5	DLLS1	E5DLLS1	1	Seedling	Dec
